Index,CTE,p_error,d_error,i_error,steering_output
1782,-0.2664,-0.05328,0.0472,0.0561813,0.0501013
1783,-0.2294,-0.04588,0.074,0.0559519,0.0840719
1784,-0.1917,-0.03834,0.0754,0.0557602,0.0928202
1785,-0.1675,-0.0335,0.0484,0.0555927,0.0704927
1786,-0.138,-0.0276,0.059,0.0554547,0.0868547
1787,-0.1928,-0.03856,-0.1096,0.0552619,-0.0928981
1788,-0.4048,-0.08096,-0.424,0.0548571,-0.450103
1789,0.6146,0.12292,2.0388,0.0554717,2.21719
1790,0.2209,0.04418,-0.7874,0.0556926,-0.687527
1791,0.0627,0.01254,-0.3164,0.0557553,-0.248105
1792,0.1196,0.02392,0.1138,0.0558749,0.193595
1793,0.2283,0.04566,0.2174,0.0561032,0.319163
1794,0.3447,0.06894,0.2328,0.0564479,0.358188
1795,0.4476,0.08952,0.2058,0.0568955,0.352216
1796,0.5245,0.1049,0.1538,0.05742,0.31612
1797,0.5675,0.1135,0.086,0.0579875,0.257488
1798,0.5754,0.11508,0.0158,0.0585629,0.189443
1799,0.5568,0.11136,-0.0372,0.0591197,0.13328
1800,0.5251,0.10502,-0.0634,0.0596448,0.101265
1801,0.4519,0.09038,-0.1464,0.0600967,0.0040767
1802,0.3509,0.07018,-0.202,0.0604476,-0.0713724
1803,0.229,0.0458,-0.2438,0.0606766,-0.137323
1804,0.0956,0.01912,-0.2668,0.0607722,-0.186908
1805,-0.0395,-0.0079,-0.2702,0.0607327,-0.217367
1806,-0.1258,-0.02516,-0.1726,0.0606069,-0.137153
1807,-0.2432,-0.04864,-0.2348,0.0603637,-0.223076
1808,-0.3183,-0.06366,-0.1502,0.0600454,-0.153815
1809,-0.42,-0.084,-0.2034,0.0596254,-0.227775
1810,-0.4891,-0.09782,-0.1382,0.0591363,-0.176884
1811,-0.5283,-0.10566,-0.0784,0.058608,-0.125452
1812,-0.5362,-0.10724,-0.0158,0.0580718,-0.0649682
1813,-0.5249,-0.10498,0.0226,0.0575469,-0.0248331
1814,-0.4873,-0.09746,0.0752,0.0570596,0.0347996
1815,-0.4282,-0.08564,0.1182,0.0566314,0.0891914
1816,-0.3783,-0.07566,0.0998,0.0562531,0.0803931
1817,-0.235,-0.047,0.2866,0.0560181,0.295618
1818,-0.0475,-0.0095,0.375,0.0559706,0.421471
1819,0.0737,0.01474,0.2424,0.0560443,0.313184
1820,0.2332,0.04664,0.319,0.0562775,0.421918
1821,0.3224,0.06448,0.1784,0.0565999,0.29948
1822,0.4226,0.08452,0.2004,0.0570225,0.341942
1823,0.4814,0.09628,0.1176,0.0575039,0.271384
1824,0.4962,0.09924,0.0296,0.0580001,0.18684
1825,0.4816,0.09632,-0.0292,0.0584817,0.125602
1826,0.4261,0.08522,-0.111,0.0589078,0.0331278
1827,0.369,0.0738,-0.1142,0.0592768,0.0188768
1828,0.2604,0.05208,-0.2172,0.0595372,-0.105583
1829,0.1294,0.02588,-0.262,0.0596666,-0.176453
1830,0.0348,0.00696,-0.1892,0.0597014,-0.122539
1831,-0.1072,-0.02144,-0.284,0.0595942,-0.245846
1832,-0.2443,-0.04886,-0.2742,0.0593499,-0.26371
1833,-0.3128,-0.06256,-0.137,0.0590371,-0.140523
1834,-0.3068,-0.06136,0.012,0.0587303,0.0093703
1835,-0.276,-0.0552,0.0616,0.0584543,0.0648543
1836,-0.2312,-0.04624,0.0896,0.0582231,0.101583
1837,-0.1972,-0.03944,0.068,0.0580259,0.0865859
1838,-0.1448,-0.02896,0.1048,0.0578811,0.133721
1839,-0.0929,-0.01858,0.1038,0.0577882,0.143008
1840,-0.0606,-0.01212,0.0646,0.0577276,0.110208
1841,-0.0195,-0.0039,0.0822,0.0577081,0.136008
1842,0.0122,0.00244,0.0634,0.0577203,0.12356
1843,0.0321,0.00642,0.0398,0.0577524,0.103972
1844,0.0382,0.00764,0.0122,0.0577906,0.0776306
1845,0.0305,0.0061,-0.0154,0.0578211,0.0485211
1846,0.0179,0.00358,-0.0252,0.057839,0.036219
1847,-0.0102,-0.00204,-0.0562,0.0578288,-0.0004112
1848,-0.0481,-0.00962,-0.0758,0.0577807,-0.0276393
1849,-0.1195,-0.0239,-0.1428,0.0576612,-0.109039
1850,0.0166,0.00332,0.2722,0.0576778,0.333198
1851,0.1217,0.02434,0.2102,0.0577995,0.29234
1852,0.1851,0.03702,0.1268,0.0579846,0.221805
1853,0.2578,0.05156,0.1454,0.0582424,0.255202
1854,0.3034,0.06068,0.0912,0.0585458,0.210426
